,pvar,pvarcode,pvarname,cutoff,use
2549,2021,Pla.m.sl,Plantago maritima s.l.,0.005,1
2550,2457,Pla.m.ss,Plantago maritima s.s.,0.005,1
2551,585,Pla.e-T,Plantago maritima-type,0.005,1
2552,586,Pla.m/a,Plantago maritima/P. alpina,0.005,1
2553,3260,Pla.m/s,Plantago maritima/P. serpentina,0.005,1
2554,587,Pla.x,Plantago media,0.005,1
2555,588,Pla.x-T,Plantago media-type,0.005,1
2556,3667,Pla.mt,Plantago montana,0.005,1
2557,1460,Pla.mt-T,Plantago montana-type,0.005,1
2558,2824,Pla.o,Plantago officinalis,0.005,1
2559,1561,Pla.o-T,Plantago ovata-type,0.005,1
2560,2661,Pla.p-T,Plantago psyllium-type,0.005,1
2561,2806,Pla.r-T,Plantago radicata-type,0.005,1
2562,3676,Pla.sp,Plantago sp.,0.005,1
2563,589,Pla.t,Plantago tenuiflora,0.005,1
2564,1562,Pla.t-T,Plantago tenuiflora-type,0.005,1
2565,590,Pla.ud,Plantago undiff.,0.005,1
2566,1449,Pla.-T,Plantago-type,0.005,1
2567,591,Plt,Platanus,0.005,1
2568,592,Ply,Platycarya,0.005,1
2569,3302,Peo,Pleospora,0.005,1
2570,593,Ple,Pleurospermum,0.005,1
2571,594,Ple.a,Pleurospermum austriacum,0.005,1
2572,1980,Ple.a-T,Pleurospermum austriacum-type,0.005,1
2573,2083,Ple-T,Pleurospermum-type,0.005,1
2574,595,Pluae,Plumbaginaceae,0.005,1
2575,2891,Plu,Pluricellasporites,0.005,1
2576,3593,Poa/FesT,Poa/Festuca-type,0.005,1
2577,3014,Poaae,Poaceae,0,1
2578,3106,Poac.ud,Poaceae undiff.,0,1
2579,596,Podae,Podocarpaceae,0.005,1
2580,2846,Pod,Podocarpus,0.005,1
2581,3182,Pod-T,Podospora-type,0.005,1
2582,1601,Pomae,Polemoniaceae,0.005,1
2583,597,Poe,Polemonium,0.005,1
2584,1988,Pol.r,Polemonium boreale,0.005,1
2585,598,Poe.c,Polemonium caeruleum,0.005,1
2586,3647,Pol.coe,Polemonium coeruleum,0.005,1
2587,599,Poe-T,Polemonium-type,0.005,1
2588,3448,Pol.uplH,Pollen cf. upland herbs,0.005,1
2589,3631,Pol.ulhU,Pollen cf. upland herbs undiff.,0.005,1
2590,2895,Pos,Polyadosporites,0.005,1
2591,2662,Pon,Polycarpon,0.005,1
2592,2770,Poc,Polycnemum,0.005,1
2593,600,Pcn/Par,Polycnemum/Paronychia,0.005,1
2594,601,Pga,Polygala,0.005,1
2595,2237,Pog.v,Polygala vulgaris,0.005,1
2596,2742,Plg.v-T,Polygala vulgaris-type,0.005,1
2597,2647,Poa-T,Polygala-type,0.005,1
2598,602,Pgaae,Polygalaceae,0.005,1
2599,603,Polae,Polygonaceae,0.005,1
2600,1732,Pogae.u,Polygonaceae undiff.,0.005,1
2601,1623,Pog,Polygonatum,0.005,1
2602,2029,Pop.v,Polygonatum verticillatum,0.005,1
2603,2152,Pog.v-T,Polygonatum verticillatum-type,0.005,1
2604,2258,Poo-T,Polygonatum-type,0.005,1
2605,604,Pol,Polygonum,0.005,1
2606,3424,Pol.tri,Polygonum (tricolporate),0.005,1
2607,605,Pol.a,Polygonum alpinum,0.005,1
2608,2834,Pog.a-T,Polygonum alpinum-type,0.005,1
2609,606,Pol.m,Polygonum amphibium,0.005,1
2610,1683,Pol.a-T,Polygonum amphibium-type,0.005,1
2611,607,Pol.i,Polygonum aviculare,0.005,1
2612,608,Pol.i-T,Polygonum aviculare-type,0.005,1
2613,609,Pol.b,Polygonum bistorta,0.005,1
2614,610,Pol.b-T,Polygonum bistorta-type,0.005,1
2615,611,Pol.b/v,Polygonum bistorta/P. viviparum,0.005,1
2616,3114,Pol.cf.a,Polygonum cf. amphibium,0.005,1
2617,1120,Pol.cf.b,Polygonum cf. P. bistorta,0.005,1
2618,2426,Pol.Pb-T,Polygonum cf. P. bistorta-type,0.005,1
2619,1792,Pol.Cf.l,Polygonum cf. P. lapathifolium,0.005,1
2620,1794,Pol.Cf.p,Polygonum cf. P. persicaria,0.005,1
2621,612,Pol.cf.v,Polygonum cf. P. viviparum,0.005,1
2622,1760,Pol.c-T,Polygonum cognatum-type,0.005,1
2623,3085,Pol.c,Polygonum convolvulus,0.005,1
2624,3073,Poy.c-T,Polygonum convolvulus-type,0.005,1
2625,3425,Pol.c/d,Polygonum convolvulus/P. dumetorum,0.005,1
2626,1821,Pol.h,Polygonum hydrolapathum,0.005,1
2627,3139,Pol.h-T,Polygonum hydropiper-type,0.005,1
2628,1106,Pol.l,Polygonum lapathifolium,0.005,1
2629,1681,Pol.l-T,Polygonum lapathifolium-type,0.005,1
2630,3671,Pol.m-T,Polygonum minus-type,0.005,1
2631,2529,Pol.n,Polygonum norvegicum,0.005,1
2632,2588,Pol.o,Polygonum oxyspermum,0.005,1
2633,1205,Pol.o.r,Polygonum oxyspermum ssp. raii,0.005,1
2634,613,Pol.o-T,Polygonum oxyspermum-type,0.005,1
2635,614,Pol.p,Polygonum persicaria,0.005,1
2636,3140,Pol.p-G,Polygonum persicaria-group,0.005,1
2637,615,Pol.p-T,Polygonum persicaria-type,0.005,1
2638,2384,Pol.s,Polygonum scabrum,0.005,1
2639,616,Pol.Se.B,Polygonum Sect. Bistorta,0.005,1
2640,617,Pol.Se.P,Polygonum Sect. Persicaria,0.005,1
2641,3686,Pol.sp,Polygonum sp.,0.005,1
2642,1206,Pol.ud,Polygonum undiff.,0.005,1
2643,618,Pol.v,Polygonum viviparum,0.005,1
2644,619,Pol.v-T,Polygonum viviparum-type,0.005,1
2645,1653,Pog-T,Polygonum-type,0.005,1
2646,1660,Pocae,Polypodiaceae,0.005,1
2647,2464,Polae.ud,Polypodiaceae s.l. undiff.,0.005,1
2648,1641,Polae.u,Polypodiaceae undiff.,0.005,1
2649,1725,Polae-T,Polypodiaceae-type,0.005,1
2650,3105,Pol.spo,Polypodiaceae: sporangia,0.005,1
2651,1736,Pole/Asp,Polypodiaceae/Aspidiaceae undiff.,0.005,1
2652,956,Ppd,Polypodium,0.005,1
2653,2517,Pol.t,Polypodium australe,0.005,1
2654,1703,Pol.u,Polypodium undiff.,0.005,1
2655,957,Ppd.v,Polypodium vulgare,0.005,1
2656,958,Ppd.v-T,Polypodium vulgare-type,0.005,1
2657,1533,Pol-T,Polypodium-type,0.005,1
2658,1479,Pom,Polystichum,0.005,1
2659,959,Pls-T,Polystichum-type,0.005,1
2660,2251,Poy,Polytrichum,0.005,1
2661,620,Pop,Populus,0.005,0
2662,621,Pop.b-T,Populus balsamifera-type,0.005,0
2663,622,Pop.t,Populus tremula,0.005,0
2664,623,Pop.t-T,Populus tremula-type,0.005,0
2665,1711,Por,Portulaca,0.005,1
2666,2878,Por.o-T,Portulaca oleracea-type,0.005,1
2667,1755,Por/Mon,Portulaca/Montia,0.005,1
2668,2739,Portueae,Portulacaceae,0.005,1
2669,624,Pot,Potamogeton,0.005,1
2670,1494,Pot.cf.p,Potamogeton cf. P. pectinatus,0.005,1
2671,2150,Pot.f-T,Potamogeton filiformis-type,0.005,1
2672,2640,Pot.l,Potamogeton lucens,0.005,1
2673,2622,Pot.s,Potamogeton natans,0.005,1
2674,2524,Pot.n,Potamogeton nodosus,0.005,1
2675,2628,Pom.p,Potamogeton pectinatus,0.005,1
2676,2626,Pot.p,Potamogeton perfoliatus,0.005,1
2677,2036,Pot.Se.C,Potamogeton Sect. Coleogeton,0.005,1
2678,2138,Pot.S.CT,Potamogeton Sect. Coleogeton-type,0.005,1
2679,1735,Pot.Se.E,Potamogeton Sect. Eupotamogeton,0.005,1
2680,625,Pot.Sg.C,Potamogeton Subgen. Coleogeton,0.005,1
2681,2912,Pom.SC-T,Potamogeton Subgen. Coleogeton-type,0.005,1
2682,2155,Pot.SE,Potamogeton Subgen. Eupotamogeton,0.005,1
2683,3502,Pom.SE-T,Potamogeton Subgen. Eupotamogeton-type,0.005,1
2684,626,Pot.Sg.P,Potamogeton Subgen. Potamogeton,0.005,1
2685,1986,Pot.p-T,Potamogeton Subgen. Potamogeton-type,0.005,1
2686,627,Pot.ud,Potamogeton undiff.,0.005,1
2687,628,Pot-T,Potamogeton-type,0.005,1
2688,2085,Potaea,Potamogetonaceae,0.005,1
2689,629,Pti,Potentilla,0.005,1
2690,3576,Pot.a,Potentilla aurea,0.005,1
2691,1696,Pot.c,Potentilla comarum,0.005,1
2692,3685,Pot.e,Potentilla erecta,0.005,1
2693,3563,Pot.g,Potentilla grandiflora,0.005,1
2694,630,Pti.p,Potentilla palustris,0.005,1
2695,1684,Pot.r,Potentilla recta,0.005,1
2696,1008,Pot.SgCo,Potentilla Subgen. Comarum,0.005,1
2697,2089,Pot.SC-T,Potentilla Subgen. Comarum-type,0.005,1
2698,631,Pti.ud,Potentilla undiff.,0.005,1
2699,632,Pti-T,Potentilla-type,0.005,1
2700,3357,Pot/Com,Potentilla/Comarum,0.005,1
2701,3294,Ptr,Poterium,0.005,1
2702,1706,Pre-Q.P,Pre-Quaternary pollen,0.005,1
2703,990,P-Q.s,Pre-Quaternary spore,0.005,1
2704,3555,Pre.p,Prenanthes purpurea,0.005,1
2705,633,Pri,Primula,0.005,1
2706,2356,Pri.e-T,Primula elatior-type,0.005,1
2707,634,Pri.f,Primula farinosa,0.005,1
2708,635,Pri.f-T,Primula farinosa-type,0.005,1
2709,3436,Pri.h-T,Primula hirsuta-type,0.005,1
2710,636,Pri.s-T,Primula scandinavica-type,0.005,1
2711,1486,Prm.v-T,Primula veris-type,0.005,1
2712,637,Pri.v,Primula vulgaris,0.005,1
2713,638,Pri.v-T,Primula vulgaris-type,0.005,1
2714,1500,Pri-T,Primula-type,0.005,1
2715,639,Priae,Primulaceae,0.005,1
2716,640,Pro,Prosopis,0.005,1
2717,641,Pru,Prunella,0.005,1
2718,642,Pru-T,Prunella-type,0.005,1
2719,643,Prn,Prunus,0.005,1
2720,1081,Pru.a.,Prunus avium,0.005,1
2721,1089,Pru.a/s,Prunus avium/P. spinosa,0.005,1
2722,1498,Pru.cf.a,Prunus cf. P. avium,0.005,1
2723,644,Prn.cf.p,Prunus cf. P. padus,0.005,1
2724,645,Prn.d-T,Prunus dulcis-type,0.005,1
2725,646,Prn.p,Prunus padus,0.005,1
2726,1373,Pru.s,Prunus spinosa,0.005,1
2727,1080,Pru.s-T,Prunus spinosa-type,0.005,1
2728,647,Prn-T,Prunus-type,0.005,1
2729,3253,Pru/Sor,Prunus/Sorbus,0.005,1
2730,1862,Psa-T,Psammogeton-type,0.005,1
2731,2982,Pse.la-T,Pseudognaphalium luteo-alba-type,0.005,1
2732,2610,PseudoS,Pseudoschizaea,0.005,1
2733,3301,Pse.c,Pseudoschizaea circula,0.005,1
2734,648,Psd,Pseudotsuga,0.005,1
2735,1847,Pso,Psoralea,0.005,1
2736,2743,Pso.b,Psoralea bituminosa,0.005,1
2737,1563,Psy,Psylliostachys,0.005,1
2738,2687,Psy.s,Psylliostachys spicata,0.005,1
2739,2839,Pteridae,Pteridaceae,0.005,1
2740,960,Ptd,Pteridium,0.005,1
2741,961,Ptd.a,Pteridium aquilinum,0.005,1
2742,2308,Pte.a-T,Pteridium aquilinum-type,0.005,1
2743,2413,Pte.ud,Pteridium undiff.,0.005,1
2744,962,Ptd-T,Pteridium-type,0.005,1
2745,963,Ptd.m.ud,Pteridophyta monolete undiff.,0.005,1
2746,2627,Pteri,Pteridophyta spore,0.005,1
2747,964,Ptd.t.ud,Pteridophyta trilete undiff.,0.005,1
2748,965,Ptd.ud,Pteridophyta undiff.,0.005,1
2749,1749,Pes,Pteris,0.005,1
2750,2497,Pte.c,Pteris cretica,0.005,1
2751,649,Pte,Pterocarya,0.005,1
2752,2744,Pte.f,Pterocarya fraxinifolia,0.005,1
2753,2495,Pte.p,Pterocarya pterocarpa,0.005,1
2754,1818,Pte-T,Pterocephalus-type,0.005,1
2755,3328,Ptr.ud,Pteropsida undiff.,0.005,1
2756,1828,Pyr,Pteropyrum,0.005,1
2757,3391,Pto-T,Pteropyrum-type,0.005,1
2758,2888,Puc,Puccinia,0.005,1
2759,650,Pul,Pulmonaria,0.005,1
2760,3640,Pul.ob,Pulmonaria obscura,0.005,1
2761,1965,Pul.o-T,Pulmonaria obscura-type,0.005,1
2762,2533,Pul.o,Pulmonaria officinalis,0.005,1
2763,651,Pul-T,Pulmonaria-type,0.005,1
2764,1647,Pus,Pulsatilla,0.005,1
2765,2206,Pul.a,Pulsatilla alpina,0.005,1
2766,3151,Pus.v-G,Pulsatilla vulgaris-group,0.005,1
2767,2050,Pca,Punica,0.005,1
2768,1545,Pun,Punica granatum,0.005,1
2769,2255,Pyo,Pyrola,0.005,1
2770,2927,Pyr.i,Pyrola incarnata,0.005,1
2771,2926,Pyr.m,Pyrola minor,0.005,1
2772,1977,Pyo-T,Pyrola-type,0.005,1
2773,2505,Pyroleae,Pyrolaceae,0.005,1
2774,2051,Yus,Pyrus,0.005,1
2775,652,Pyr-T,Pyrus-type,0.005,1
2776,653,Pyr/Sor,Pyrus/Sorbus,0.005,1
2777,3321,q.sam..,Quantity of sample,0.005,1
2778,3322,q.spk..,Quantity of spike,0.005,1
2779,654,Que,Quercus,0.01,1
2780,1595,Que.e,Quercus cerris,0.005,1
2781,655,Que.e-T,Quercus cerris-type,0.005,1
2782,3252,Que.c/Qs,Quercus cerris/Q. suber,0.005,1
2783,2854,Que.q.i,Quercus cf. Q. ilex,0.005,1
2784,2853,Que.q.r,Quercus cf. Q. robur,0.01,1
2785,2862,Que.q.s,Quercus cf. Q. suber,0.01,1
2786,1147,Que.c,Quercus coccifera,0.005,1
2787,656,Que.o-T,Quercus coccifera-type,0.005,1
2788,1649,Que.f,Quercus frainetto,0.01,1
2789,1487,Que.i,Quercus ilex,0.005,1
2790,657,Que.i-T,Quercus ilex-type,0.005,1
2791,2759,Que.i.c,Quercus ilex/Q. coccifera,0.005,1
2792,3272,Que.i/cT,Quercus ilex/Q. coccifera-type,0.005,1
2793,2103,Quc.i-T,Quercus infectoria-type,0.01,1
2794,2615,Que.p,Quercus petraea,0.01,1
2795,658,Que.p-T,Quercus pubescens-type,0.01,1
2796,1594,Que.r,Quercus robur,0.01,1
2797,3479,Que.r-G,Quercus robur-group,0.01,1
2798,659,Que.r-T,Quercus robur-type,0.01,1
2799,1832,Que.r/c,Quercus robur/Q. cerris,0.01,1
2800,1488,Que.s,Quercus suber,0.005,1
2801,1639,Que.s-T,Quercus suber-type,0.005,1
2802,660,Que.ud,Quercus undiff.,0.01,1
2803,661,Rad,Radiola,0.005,1
2804,1260,Rho.l,Radiola linoides,0.005,1
2805,3655,Rand,Randia,0.005,1
2806,662,Ranae,Ranunculaceae,0.005,1
2807,1425,Ran.T-1,Ranunculaceae (type 1),0.005,1
2808,1426,Ran.T-2,Ranunculaceae (type 2),0.005,1
2809,663,Ranae.ud,Ranunculaceae undiff.,0.005,1
2810,664,Ran,Ranunculus,0.005,1
2811,3094,Ran.ac,Ranunculus acer,0.005,1
2812,3480,Ran.aco,Ranunculus aconitifolius,0.005,1
2813,665,Ran.a,Ranunculus acris,0.005,1
2814,3149,Ran.a-G,Ranunculus acris-group,0.005,1
2815,666,Ran.a-T,Ranunculus acris-type,0.005,1
2816,3037,Rau.a-T,Ranunculus aquatilis-type,0.005,1
2817,1743,Ran.v,Ranunculus arvensis,0.005,1
2818,1750,Ran.v-T,Ranunculus arvensis-type,0.005,1
2819,3411,Ran.as,Ranunculus asiaticus,0.005,1
2820,1568,Run.a-T,Ranunculus asiaticus-type,0.005,1
2821,2129,Ran.b,Ranunculus batrachioides,0.005,1
2822,3347,Ran.bm,Ranunculus batrachium,0.005,1
2823,1036,Ran.cf.b,Ranunculus cf. R. bulbosus,0.005,1
2824,2481,Ran.cf.s,Ranunculus cf. R. sceleratus,0.005,1
2825,1871,Ran.c,Ranunculus circiniatus,0.005,1
2826,3393,Ran.c-T,Ranunculus constantinopolitanus-type,0.005,1
2827,3154,Rau.f,Ranunculus ficaria,0.005,1
2828,3155,Ran.f-G,Ranunculus ficaria-group,0.005,1
2829,1611,Ran.f,Ranunculus flammula,0.005,1
2830,3481,Ran.fl-G,Ranunculus flammula-group,0.005,1
2831,667,Ran.f-T,Ranunculus flammula-type,0.005,1
2832,3599,Ran.g,Ranunculus glacialis,0.005,1
2833,3598,Ran.g-T,Ranunculus glacialis-type,0.005,1
2834,3341,Ran.la,Ranunculus lanuginosus,0.005,1
2835,1237,Ran.l,Ranunculus lingua,0.005,1
2836,3514,Ran.l-T,Ranunculus lingua-type,0.005,1
2837,3573,Ran.mo-T,Ranunculus montanus-type,0.005,1
2838,3394,Ran.m-T,Ranunculus muricatus-type,0.005,1
2839,3395,Ran.n-T,Ranunculus nivalis-type,0.005,1
2840,2823,Ran.o,Ranunculus officinalis,0.005,1
2841,2379,Rac.p-T,Ranunculus parviflorus-type,0.005,1
2842,1751,Ran.p-T,Ranunculus peltatus-type,0.005,1
2843,2632,Ran.p,Ranunculus polyphyllus,0.005,1
2844,1433,Ran.rep,Ranunculus repens,0.005,1
2845,1207,Ran.r-T,Ranunculus repens-type,0.005,1
2846,2424,Ran.s,Ranunculus sceleratus,0.005,1
2847,1569,Run.s-T,Ranunculus sceleratus-type,0.005,1
2848,668,Ran.s/r,Ranunculus sceleratus/R. repens,0.005,1
2849,3326,Ran.Se.B,Ranunculus Sect. Batrachium,0.005,1
2850,669,Ran.Sg.B,Ranunculus Subgen. Batrachium,0.005,1
2851,1262,Rau.Sg.B,Ranunculus Subgen. Batrachium-type,0.005,1
2852,1992,Ran.t,Ranunculus trichophyllus,0.005,1
2853,670,Ran.t-T,Ranunculus trichophyllus-type,0.005,1
2854,671,Ran.ud,Ranunculus undiff.,0.005,1
2855,672,Ran-T,Ranunculus-type,0.005,1
2856,2079,Rea,Reaumuria,0.005,1
2857,2419,Rebedded,Rebedded,0.005,1
2858,2512,Lyc.n,Removed,0.005,1
2859,2843,Ren,Renium,0.005,1
2860,673,Res,Reseda,0.005,1
2861,1827,Res.l-T,Reseda lutea-type,0.005,1
2862,2983,Res.m-T,Reseda media-type,0.005,1
2863,2807,Res/Ses,Reseda/Sesamoides,0.005,1
2864,1780,Redae,Resedaceae,0.005,1
2865,3528,Rew.pol.,Reworked pollen,0.005,1
2866,3008,Rey,Reynoutria,0.005,1
2867,2301,Rhabdla,Rhabdocoela,0.005,1
2868,674,Rhaae,Rhamnaceae,0.005,1
2869,675,Rha,Rhamnus,0.005,1
2870,676,Rha.c,Rhamnus catharticus,0.005,1
2871,1110,Rha-T,Rhamnus-type,0.005,1
2872,1257,Rha/Fra,Rhamnus/Frangula,0.005,1
2873,1150,Ram/Pal,Rhamnus/Paliurus,0.005,1
2874,3637,Rha.s,Rhaponticum scariosum,0.005,1
2875,1898,Rhe,Rheum,0.005,1
2876,2984,Rhe.o,Rheum officinalis,0.005,1
2877,3392,Rhe.r,Rheum ribes,0.005,1
2878,677,Rhi,Rhinanthus,0.005,1
2879,678,Rhi-T,Rhinanthus-type,0.005,1
2880,2808,Rhi/Ver,Rhinanthus/Veronica,0.005,1
2881,2570,Rhz.s,Rhizomatopteris sudetica,0.005,1
2882,1087,Rhizopod,Rhizopoda,0.005,1
2883,2165,Rhi.s,Rhizopoda sp.,0.005,1
2884,2194,Rhi.u,Rhizopoda undiff.,0.005,1
2885,1151,Rho.r,Rhodiola rosea,0.005,1
2886,679,Rho,Rhododendron,0.005,1
2887,3557,Rho.f,Rhododendron ferrugineum,0.005,1
2888,680,Rho.l-T,Rhododendron lapponicum-type,0.005,1
2889,3016,Rho.p,Rhododendron ponticum,0.005,1
2890,3520,Rho.scal,Rhododendron scale,0.005,1
2891,3556,Rho-T,Rhododendron-type,0.005,1
2892,681,Rhu,Rhus,0.005,1
2893,2865,Rhu.c,Rhus coriaria,0.005,1
2894,682,Rhu.c-T,Rhus coriaria-type,0.005,1
2895,3398,Rhu-T,Rhus-type,0.005,1
2896,2403,Rhu/Cot,Rhus/Cotinus,0.005,1
2897,1573,Ryn,Rhynchocorys,0.005,1
2898,1059,Rhy,Rhynchospora,0.005,1
2899,683,Rhy.a,Rhynchospora alba,0.005,1
2900,1731,Rhy.a-T,Rhynchospora alba-type,0.005,1
2901,1904,Rhy-T,Rhynchospora-type,0.005,1
2902,684,Rib,Ribes,0.005,1
2903,2746,Rib.a,Ribes alpinum,0.005,1
2904,2174,Rib.cf.a,Ribes cf. R. alpinum,0.005,1
2905,2044,Rib.cf.r,Ribes cf. R. rubrum,0.005,1
2906,2572,Rib.n,Ribes nigrum,0.005,1
2907,3307,Rib.n-T,Ribes nigrum-type,0.005,1
2908,1713,Rib.r-T,Ribes rubrum-type,0.005,1
2909,2985,Rib-T,Ribes-type,0.005,1
2910,3314,Ric.p-T,Riccardia pinguis-type,0.005,1
2911,1604,Ric,Riccia,0.005,1
2912,2896,Ric.l-T,Riccia lamellosa-type,0.005,1
2913,1430,Ric-T,Riccia-type,0.005,1
2914,1891,Rcn,Ricinus,0.005,1
2915,2747,Ric.c,Ricinus communis,0.005,1
2916,2052,Rin-T,Rindera-type,0.005,1
2917,2900,Riv,Rivularia,0.005,1
2918,3270,Riv-T,Rivularia-type,0.005,1
2919,2642,Rob.p,Robinia pseudacacia,0.005,1
2920,1812,Roe,Roemeria,0.005,1
2921,1824,Roe.d-T,Roemeria dodecandra-type,0.005,1
2922,2608,Roe.h,Roemeria hybrida,0.005,1
2923,2118,Roe.h-T,Roemeria hybrida-type,0.005,1
2924,1914,Roe-T,Roemeria-type,0.005,1
2925,2618,Ror.a,Rorippa amphibia,0.005,1
2926,685,Ros,Rosa,0.005,1
2927,3126,Ros.c-T,Rosa canina-type,0.005,1
2928,686,Ros-T,Rosa-type,0.005,1
2929,3293,Ros/Pru,Rosa/Prunus,0.005,1
2930,687,Rosae,Rosaceae,0.005,1
2931,1398,Ros.-TA,Rosaceae (type A),0.005,1
2932,1399,Ros.-TB,Rosaceae (type B),0.005,1
2933,2316,Rosae.M,Rosaceae subf. Maloideae,0.005,1
2934,1031,Am.Sg.A,Rosaceae Subgen. Amygdalus,0.005,1
2935,3508,Ros.t,Rosaceae tree,0.005,1
2936,2705,Rosae-T,Rosaceae trees,0.005,1
2937,688,Rosae.ud,Rosaceae undiff.,0.005,1
2938,3694,Rosm,Rosmarinus,0.005,1
2939,3077,Rot.o,Rotatoria ovum,0.005,1
2940,2534,Ria,Rubia,0.005,1
2941,689,Rubae,Rubiaceae,0.005,1
2942,1115,Rub.cf.G,Rubiaceae cf. Galium,0.005,1
2943,690,Rub,Rubus,0.005,1
2944,2986,Rub.a,Rubus arcticus,0.005,1
2945,2987,Rub.cf.a,Rubus cf. arcticus,0.005,1
2946,3113,Rub.cf.c,Rubus cf. chamaemorus,0.005,1
2947,691,Rub.c,Rubus chamaemorus,0.005,1
2948,2212,Rus.c,Rubus chamaenerion,0.005,1
2949,692,Rub.f,Rubus fruticosus,0.005,1
2950,1208,Rub.f-T,Rubus fruticosus-type,0.005,1
2951,3295,Rub.i,Rubus idaeus,0.005,1
2952,1797,Rub.i-T,Rubus idaeus-type,0.005,1
2953,693,Rub.s,Rubus saxatilis,0.005,1
2954,2868,Rub.u-T,Rubus ulmifolius-type,0.005,1
2955,2446,Rub.ud,Rubus undiff.,0.005,1
2956,1003,Rub-T,Rubus-type,0.005,1
2957,3229,Rumae,Rumaceae,0.005,1
2958,694,Rum,Rumex,0.005,1
2959,695,Rum.s,Rumex acetosa,0.005,1
2960,696,Rum.s-T,Rumex acetosa-type,0.005,1
2961,3108,R.a-T/O,Rumex acetosa-type/Oxyria,0.005,1
2962,3102,Rum.a.a,Rumex acetosa/R. acetosella,0.005,1
2963,2323,Rum.aa-T,Rumex acetosa/R. acetosella-type,0.005,1
2964,697,Rum.a,Rumex acetosella,0.005,1
2965,698,Rum.a-T,Rumex acetosella-type,0.005,1
2966,3396,Rum.ac-T,Rumex acris-type,0.005,1
2967,3459,Rum.alpe,Rumex alpestris,0.005,1
2968,3170,Rum.alp,Rumex alpinus,0.005,1
2969,3397,Rum.al-T,Rumex alpinus-type,0.005,1
2970,2148,Rux.a,Rumex aquaticus,0.005,1
2971,699,Rum.q-T,Rumex aquaticus-type,0.005,1
2972,2468,Rum.a.h,Rumex aquaticus/R. hydrolapathum,0.005,1
2973,1384,Rum.cf.a,Rumex cf. R. acetosa,0.005,1
2974,1355,Rum.cf.h,Rumex cf. R. hydrolapathum,0.005,1
2975,2031,Rum.cf.o,Rumex cf. R. obtusifolius,0.005,1
2976,2240,Rux.c-T,Rumex conglomeratus-type,0.005,1
2977,1209,Rum.c,Rumex crispus,0.005,1
2978,700,Rum.c-T,Rumex crispus-type,0.005,1
2979,2065,Rux.c,Rumex cyprius,0.005,1
2980,1915,Rex.c-T,Rumex cyprius-type,0.005,1
2981,1356,Rum.h,Rumex hydrolapathum,0.005,1
2982,1682,Rum.h-T,Rumex hydrolapathum-type,0.005,1
2983,1870,Rum.k,Rumex kurdicus,0.005,1
2984,2324,Rum.l,Rumex longifolius,0.005,1
2985,701,Rum.l-T,Rumex longifolius-type,0.005,1
2986,2153,Rum.m-T,Rumex maritimus-type,0.005,1
2987,1210,Rum.o,Rumex obtusifolius,0.005,1
2988,702,Rum.o-T,Rumex obtusifolius-type,0.005,1
2989,3494,Rum.pa-T,Rumex palustris-type,0.005,1
2990,1916,Rum.p-T,Rumex patientia-type,0.005,1
2991,3493,Rum.sa,Rumex sanguineus,0.005,1
2992,2482,Rum.Se.L,Rumex Sect. Lapathum,0.005,1
2993,703,Rum.Sg.S,Rumex Subgen. Acetosa,0.005,1
2994,704,R.Sg.S/A,Rumex Subgen. Acetosa/R. Subgen. Acetosella,0.005,1
2995,705,Rum.Sg.R,Rumex Subgen. Rumex,0.005,1
2996,1603,Rum.R-T,Rumex Subgen. Rumex-type,0.005,1
2997,3249,Rum.t,Rumex triangulivalvis,0.005,1
2998,706,Rum.ud,Rumex undiff.,0.005,1
2999,1261,Rum-T,Rumex-type,0.005,1
3000,707,Rum/Oxy,Rumex/Oxyria,0.005,1
3001,708,Rup,Ruppia,0.005,1
3002,1572,Rut,Ruta,0.005,1
3003,2578,Rutae,Rutaceae,0.005,1
3004,709,Sag,Sagina,0.005,1
3005,1065,Sag.cf.n,Sagina cf. S. nodosa,0.005,1
3006,1439,Sag.cf.p,Sagina cf. S. procumbens,0.005,1
3007,1806,Sag.n,Sagina nodosa,0.005,1
3008,3219,Sag.p,Sagina procumbens,0.005,1
3009,3566,Sag.sa,Sagina saginoides,0.005,1
3010,710,Sag-T,Sagina-type,0.005,1
3011,711,Sgt,Sagittaria,0.005,1
3012,1211,Sag.s,Sagittaria sagitifolia,0.005,1
3013,2556,Sag.t,Sagittaria sagittifolia,0.005,1
3014,2552,Sal.e,Salicornia europaea,0.005,1
3015,1582,Sal-T,Salicornia-type,0.005,1
3016,712,Sal,Salix,0.005,3
3017,1390,Sal.anth,Salix anther,0.005,3
3018,1302,Sal.g-T,Salix glauca-type,0.005,3
3019,3567,Sal.he-T,Salix helvetica-type,0.005,3
3020,713,Sal.h,Salix herbacea,0.005,3
3021,1779,Sal.h-T,Salix herbacea-type,0.005,3
3022,1096,Sal.p-T,Salix pentandra-type,0.005,3
3023,2038,Six.p-T,Salix polaris-type,0.005,3
3024,1117,Sal.r,Salix reticulata,0.005,3
3025,3568,Sal.r-T,Salix retusa-type,0.005,3
3026,1213,Sal.ud,Salix undiff.,0.005,3
3027,1587,Sas,Salsola,0.005,1
3028,2540,Sal.k,Salsola kali,0.005,1
3029,1650,Sas-T,Salsola-type,0.005,1
3030,714,Sav,Salvia,0.005,1
3031,3693,Sal.o-T,Salvia officinalis-type,0.005,1
3032,966,Slv,Salvinia,0.005,1
